latitude,longitude
-67.40048593499995,59.916026238000086
-67.39413827899995,59.67855879000007
-67.39723072699991,59.65748131600009
-67.40618254999993,59.64625084700003
-67.41594817499993,59.64812259200005
-67.42156340899993,59.666677280000044
-67.43873463299991,59.645274285000085
-67.46111419099992,59.64014733200008
-67.48601653399993,59.64535566500007
-67.51083749799994,59.655039910000085
-67.52076588299991,59.61508222700007
-67.52337004999993,59.59498131600009
-67.5217424459999,59.574880405000044
-67.5134416649999,59.541351759000065
-67.51458098799992,59.526133660000085
-67.52434661299992,59.50912519600007
-67.5622697899999,59.54908287900008
-67.59433359199994,59.59343509200005
-67.60515715899993,59.54851321700005
-67.60637786299992,59.51295006600009
-67.59465911299992,59.480479363000086
-67.54420338299991,59.41179446700005
-67.50164153399993,59.29867597700007
-67.48430754999993,59.26490319100009
-67.48430754999993,59.250010613000086
-67.49814218499995,59.208994988000086
-67.50847747199992,59.06169681100005
-67.5061174459999,59.05298912900008
-67.49374765399995,59.038096550000034
-67.49041106599992,59.02947024800005
-67.48739999799994,58.98585045700008
-67.47730885199991,59.009776238000086
-67.47144947699991,59.03012129000007
-67.46502044099992,59.096364780000044
-67.45907968499995,59.11646569100009
-67.44654713299991,59.12875410200007
-67.42498137799993,59.126963738000086
-67.43670012799993,59.09327233200008
-67.42864348799992,59.051524285000085
-67.37623463299991,58.93913821700005
-67.34124114399992,58.793304884000065
-67.33684661299992,58.757823113000086
-67.3381486959999,58.72592207100007
-67.34433359199994,58.68832441500007
-67.34303150799991,58.68100019600007
-67.33733489399992,58.67855879000007
-67.33049895599993,58.67701256600009
-67.32586028399993,58.67237389400003
-67.29851653399993,58.593760613000086
-67.27467213299991,58.56861412900008
-67.2302385399999,58.548838738000086
-67.23211028399993,58.58220462300005
-67.27483489399992,58.722992384000065
-67.31015390399995,58.988617384000065
-67.3049455709999,59.019867384000065
-67.28850676899992,59.045664910000085
-67.24472421699994,59.093760613000086
-67.23691171699994,59.04411868600005
-67.1775041649999,58.91586347700007
-67.16513437299994,58.87061608200008
-67.15699635199991,58.68873131600009
-67.19491952899995,58.45533287900008
-67.18678150799991,58.420664910000085
-67.14861419099992,58.42628014400003
-67.14804452899995,58.270274285000085
-67.2204729149999,58.06999759200005
-67.22503020599993,58.046885613000086
-67.21892669099992,58.020274285000085
-67.19605885199991,58.038096550000034
-67.17791106599992,58.071299675000034
-67.15203215899993,58.13884524800005
-67.14120859199994,58.14991295700008
-67.12590911299992,58.15170332100007
-67.11028411299992,58.146494988000086
-67.09840260199991,58.13648522200003
-67.09392669099992,58.123789910000085
-67.0940080709999,58.07349694100009
-67.10947030999995,58.02361087300005
-67.10833098799992,58.00513756600009
-67.10198333099993,57.99463951900003
-67.08131275799991,57.97193444100009
-67.07431405999995,57.957041863000086
-67.06064218499995,57.87387129000007
-67.05608489399992,57.86150149800005
-67.03801848799992,57.84034264400003
-67.03337981599992,57.82781009200005
-67.02361419099992,57.72120201900003
-67.00261809699992,57.66618899800005
-66.99358489399992,57.63021894600007
-66.98992278399993,57.59351647200003
-66.99423593499995,57.56275475400008
-67.00269947699991,57.54664147200003
-67.02288176899992,57.52621504000007
-67.03183359199994,57.50806725400008
-67.03443775799991,57.493174675000034
-67.03004322699991,57.37525475400008
-67.03386809699992,57.34302819100009
-67.04257577899995,57.308929884000065
-67.08782317499993,57.35914147200003
-67.08416106599992,57.34424889400003
-67.08489348799992,57.27751712300005
-67.04615650799991,56.96794681100005
-67.04778411299992,56.92042076900003
-67.05339934699992,56.906586134000065
-67.0622697899999,56.89625084700003
-67.0681291649999,56.884776238000086
-67.06454843499995,56.86736087300005
-67.0588518209999,56.851898634000065
-67.05706145599993,56.838552280000044
-67.07415129999993,56.68140709700003
-67.10979583099993,56.55844160200007
-67.16472747199992,56.44556725400008
-67.23202890399995,56.33961022200003
-67.24260833099993,56.32829837300005
-67.26718515399995,56.30827884200005
-67.27605559699992,56.29615319100009
-67.2946916649999,56.262461785000085
-67.33668385199991,56.209971550000034
-67.35759856599992,56.19255618600005
-67.38128020599993,56.17937259200005
-67.40894947699991,56.170664910000085
-67.39592864399992,56.13526451900003
-67.3869768209999,56.11882571700005
-67.37444426899992,56.10515384200005
-67.35808684699992,56.092133009000065
-67.34840260199991,56.08838951900003
-67.22958749799994,56.143565300000034
-67.19605885199991,56.15349368600005
